begin,open,close,high,low,value,volume,end,year,ticker,company_name
2016-12-06,86.5,86.06,86.75,85.61,501151621.4,5817450,2016-12-06 23:59:59,2016,RTKM,Ростелеком
2016-12-07,86.0,86.94,86.94,86.0,207446998.7,2394130,2016-12-07 23:59:59,2016,RTKM,Ростелеком
2016-12-08,86.85,87.9,87.9,86.85,457983025.8,5229780,2016-12-08 23:59:59,2016,RTKM,Ростелеком
2016-12-09,87.9,87.49,88.0,86.6,384762208.1,4405840,2016-12-09 23:59:59,2016,RTKM,Ростелеком
2016-12-12,87.95,88.31,88.88,86.9,495285791.9,5622630,2016-12-12 23:59:59,2016,RTKM,Ростелеком
2016-12-13,88.64,88.27,88.7,87.7,331869230.7,3758000,2016-12-13 23:59:59,2016,RTKM,Ростелеком
2016-12-14,88.0,86.65,88.5,86.65,190227277.9,2175450,2016-12-14 23:59:59,2016,RTKM,Ростелеком
2016-12-15,86.65,86.7,86.7,84.8,505668860.3,5890370,2016-12-15 23:59:59,2016,RTKM,Ростелеком
2016-12-16,86.44,84.89,86.96,84.45,383225483.7,4496050,2016-12-16 23:59:59,2016,RTKM,Ростелеком
2016-12-19,85.0,84.76,85.88,84.62,244539954.4,2864550,2016-12-19 23:59:59,2016,RTKM,Ростелеком
2016-12-20,84.51,84.71,85.02,84.48,98445989.0,1161450,2016-12-20 23:59:59,2016,RTKM,Ростелеком
2016-12-21,84.98,84.8,84.99,84.29,121685727.2,1436040,2016-12-21 23:59:59,2016,RTKM,Ростелеком
2016-12-22,84.78,83.83,84.93,83.6,105571565.6,1255030,2016-12-22 23:59:59,2016,RTKM,Ростелеком
2016-12-23,83.61,83.09,83.92,82.0,227258554.9,2730340,2016-12-23 23:59:59,2016,RTKM,Ростелеком
2016-12-26,82.79,83.39,83.76,82.79,72111838.1,865320,2016-12-26 23:59:59,2016,RTKM,Ростелеком
2016-12-27,83.55,83.64,83.67,83.24,49648367.4,594330,2016-12-27 23:59:59,2016,RTKM,Ростелеком
2016-12-28,83.68,83.99,84.5,83.08,76829619.5,915070,2016-12-28 23:59:59,2016,RTKM,Ростелеком
2016-12-29,84.04,83.99,84.4,83.51,132972192.0,1585770,2016-12-29 23:59:59,2016,RTKM,Ростелеком
2016-12-30,84.08,84.0,84.33,83.41,73897039.6,881280,2016-12-30 23:59:59,2016,RTKM,Ростелеком
2017-01-03,84.11,85.6,86.0,84.0,228633500.9,2668700,2017-01-03 23:59:59,2017,RTKM,Ростелеком
2017-01-04,85.65,84.8,85.65,84.56,147780347.1,1739960,2017-01-04 23:59:59,2017,RTKM,Ростелеком
2017-01-05,85.0,84.79,85.3,84.17,113437626.2,1338160,2017-01-05 23:59:59,2017,RTKM,Ростелеком
2017-01-06,84.97,85.28,85.45,83.53,183500813.9,2168770,2017-01-06 23:59:59,2017,RTKM,Ростелеком
2017-01-09,85.5,84.97,85.5,84.2,95113896.3,1122170,2017-01-09 23:59:59,2017,RTKM,Ростелеком
2017-01-10,84.75,85.24,85.25,84.5,95514398.9,1123020,2017-01-10 23:59:59,2017,RTKM,Ростелеком
2017-01-11,85.21,85.1,85.69,84.76,164553873.8,1928820,2017-01-11 23:59:59,2017,RTKM,Ростелеком
2017-01-12,85.46,85.7,85.7,85.0,207695025.4,2429850,2017-01-12 23:59:59,2017,RTKM,Ростелеком
2017-01-13,85.51,85.58,85.71,84.72,85843744.6,1007700,2017-01-13 23:59:59,2017,RTKM,Ростелеком
2017-01-16,85.55,84.95,85.55,84.94,65673738.3,770570,2017-01-16 23:59:59,2017,RTKM,Ростелеком
2017-01-17,85.12,84.59,85.16,84.25,116237516.7,1370090,2017-01-17 23:59:59,2017,RTKM,Ростелеком
2017-01-18,85.06,84.36,85.1,84.0,101349083.5,1196270,2017-01-18 23:59:59,2017,RTKM,Ростелеком
2017-01-19,84.8,84.5,84.8,83.91,217400430.4,2574490,2017-01-19 23:59:59,2017,RTKM,Ростелеком
2017-01-20,84.11,84.36,85.13,84.11,108013771.2,1275490,2017-01-20 23:59:59,2017,RTKM,Ростелеком
