begin,open,close,high,low,value,volume,end,year,ticker,company_name
2019-07-08,206.25,212.75,214.625,203.57500000000002,3746778808.8,88335210000,2019-07-08 23:59:59,2019,VTBR,ВТБ
2019-07-09,212.75,215.65,216.72499999999997,211.75,2378670798.7,55492090000,2019-07-09 23:59:59,2019,VTBR,ВТБ
2019-07-10,216.475,219.64999999999995,221.99999999999997,215.52499999999998,3724542002.4,84692430000,2019-07-10 23:59:59,2019,VTBR,ВТБ
2019-07-11,220.75,219.99999999999994,225.0,216.225,3741187958.75,84576050000,2019-07-11 23:59:59,2019,VTBR,ВТБ
2019-07-12,219.02499999999998,219.99999999999994,222.25000000000003,212.70000000000002,2894670765.15,66589810000,2019-07-12 23:59:59,2019,VTBR,ВТБ
2019-07-15,220.725,219.94999999999996,223.95000000000002,218.2,1916977003.9,43244330000,2019-07-15 23:59:59,2019,VTBR,ВТБ
2019-07-16,219.975,215.05,220.20000000000002,214.89999999999995,1249458874.15,28768430000,2019-07-16 23:59:59,2019,VTBR,ВТБ
2019-07-17,214.99999999999997,212.225,217.45000000000002,212.05,1365682434.25,31768990000,2019-07-17 23:59:59,2019,VTBR,ВТБ
2019-07-18,211.97499999999997,210.9,214.37500000000003,210.04999999999998,1494177931.25,35284090000,2019-07-18 23:59:59,2019,VTBR,ВТБ
2019-07-19,212.25,212.0,214.25,211.0,823212563.75,19358720000,2019-07-19 23:59:59,2019,VTBR,ВТБ
2019-07-22,212.75,217.025,219.5,210.20000000000002,2275454982.85,52647920000,2019-07-22 23:59:59,2019,VTBR,ВТБ
2019-07-23,217.97500000000002,216.14999999999998,219.99999999999994,216.1,1126493829.9,25859010000,2019-07-23 23:59:59,2019,VTBR,ВТБ
2019-07-24,217.29999999999998,214.75,218.29999999999995,213.1,940773509.15,21868240000,2019-07-24 23:59:59,2019,VTBR,ВТБ
2019-07-25,214.99999999999997,215.75,218.45,212.60000000000002,976404992.1,22619620000,2019-07-25 23:59:59,2019,VTBR,ВТБ
2019-07-26,215.275,213.49999999999997,216.1,212.75,914859130.4,21292670000,2019-07-26 23:59:59,2019,VTBR,ВТБ
2019-07-29,213.84999999999997,214.05,215.5,212.35,579264166.6,13536160000,2019-07-29 23:59:59,2019,VTBR,ВТБ
2019-07-30,214.50000000000003,214.0,215.3,212.825,468295554.2,10939130000,2019-07-30 23:59:59,2019,VTBR,ВТБ
